,Age,Gender,Income Quintile,Race and Ethnicity,Region,Affinity,Familiarity,Previously Purchased,Channel: WXP,Channel: RCQ,Channel: MegaNews,Channel: The Springfield Times,Channel: The Springfield Journal,Channel: The Springfield Post,Channel: The Franklin Burgher,Channel: GolfMAX,Channel: Sloth Magazine,Channel: GlitzNGlam,Channel: Cooking with Kevin,Channel: The Coffee Channel
200,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
201,25-54,Female,2,Asian,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
202,25-54,Male,2,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes
203,65+,Female,5,Non-Hispanic White,West,Neutral,Somewhat familiar,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
204,65+,Male,5,Non-Hispanic White,West,Strongly like,Somewhat familiar,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
205,25-54,Female,5,Asian,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
206,55-64,Male,2,Non-Hispanic White,Midwest,Neutral,Very familiar,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
207,15-24,Female,2,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes
208,25-54,Other,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
209,65+,Other,4,Asian,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
210,25-54,Female,5,Non-Hispanic White,Northeast,Dislike,Very familiar,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
211,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No
212,25-54,Female,4,Hispanic,West,Dislike,Somewhat familiar,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes
213,15-24,Male,4,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
214,55-64,Male,5,Non-Hispanic White,South,Strongly like,Very familiar,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No
215,15-24,Female,3,Other,Midwest,Strongly dislike,Somewhat familiar,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
216,55-64,Female,5,Black,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No
217,55-64,Male,4,Non-Hispanic White,South,Like,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
218,25-54,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
219,25-54,Male,4,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No
220,15-24,Male,2,Non-Hispanic White,Midwest,Strongly dislike,Very familiar,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
221,25-54,Male,2,Non-Hispanic White,West,Like,Somewhat familiar,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No
222,15-24,Male,5,Asian,West,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No
223,25-54,Female,1,Black,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No
224,55-64,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes
225,25-54,Male,4,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
226,55-64,Male,5,Hispanic,South,Like,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes
227,55-64,Male,4,Other,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
228,65+,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
229,15-24,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
230,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No
231,25-54,Female,1,Black,Midwest,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes
232,25-54,Female,1,Hispanic,South,Neutral,Somewhat familiar,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No
233,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
234,15-24,Male,3,Non-Hispanic White,Midwest,Strongly dislike,Very familiar,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
235,55-64,Female,2,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No
236,65+,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No
237,25-54,Female,5,Hispanic,Northeast,Neutral,Somewhat familiar,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No
238,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
239,25-54,Female,2,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
240,65+,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
241,25-54,Male,4,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No
242,55-64,Male,2,Non-Hispanic White,South,Like,Somewhat familiar,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes
243,25-54,Female,2,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
244,15-24,Female,3,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
245,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
246,25-54,Male,3,Hispanic,West,Dislike,Somewhat familiar,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
247,65+,Female,1,Asian,West,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No
248,25-54,Male,1,Non-Hispanic White,Midwest,Strongly dislike,Very familiar,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
249,25-54,Male,3,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No
250,65+,Male,3,Black,West,Dislike,Somewhat familiar,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes
251,25-54,Male,3,Other,South,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No
252,25-54,Male,2,Hispanic,Northeast,Neutral,Very familiar,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
253,65+,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
254,25-54,Male,5,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
255,55-64,Male,2,Black,Midwest,Neutral,Somewhat familiar,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes
256,25-54,Female,5,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
257,65+,Female,5,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
258,25-54,Female,2,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No
259,15-24,Male,2,Non-Hispanic White,South,Neutral,Somewhat familiar,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
260,25-54,Male,4,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes
261,25-54,Male,4,Asian,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
262,25-54,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No
263,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
264,15-24,Female,1,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
265,65+,Female,4,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No
266,65+,Female,2,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No
267,15-24,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes
268,55-64,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
269,25-54,Female,4,Hispanic,Midwest,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No
270,15-24,Female,4,Hispanic,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
271,25-54,Male,4,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
272,25-54,Male,1,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
273,25-54,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
274,25-54,Male,4,Non-Hispanic White,South,Strongly like,Somewhat familiar,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
275,25-54,Female,4,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes
276,15-24,Female,2,Black,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No
277,65+,Male,5,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
278,25-54,Male,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
279,15-24,Male,4,Non-Hispanic White,South,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
280,25-54,Male,4,Non-Hispanic White,West,Like,Somewhat familiar,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
281,15-24,Male,1,Other,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
282,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
283,25-54,Male,1,Non-Hispanic White,West,Neutral,Very familiar,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
284,65+,Male,5,Non-Hispanic White,Midwest,Strongly like,Very familiar,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No
285,65+,Female,1,Asian,Northeast,Neutral,Somewhat familiar,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
286,15-24,Male,2,Hispanic,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No
287,15-24,Female,4,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
288,15-24,Male,3,Asian,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
289,65+,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No
290,25-54,Male,1,Non-Hispanic White,Midwest,Strongly dislike,Very familiar,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
291,65+,Female,5,Asian,West,Like,Somewhat familiar,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No
292,55-64,Male,1,Non-Hispanic White,South,Like,Somewhat familiar,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
293,25-54,Male,2,Hispanic,Northeast,Neutral,Very familiar,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No
294,25-54,Female,3,Other,Midwest,Dislike,Somewhat familiar,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No
295,65+,Female,2,Black,Midwest,Neutral,Somewhat familiar,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No
296,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No
297,15-24,Male,2,Non-Hispanic White,South,Neutral,Very familiar,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No
298,25-54,Male,5,Non-Hispanic White,West,Strongly like,Somewhat familiar,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No
299,55-64,Female,5,Black,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No
300,15-24,Male,2,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
301,25-54,Male,1,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
302,65+,Female,4,Non-Hispanic White,Midwest,Like,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
303,25-54,Male,4,Hispanic,Midwest,Neutral,Somewhat familiar,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
304,55-64,Female,4,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
305,15-24,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
306,15-24,Female,2,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
307,15-24,Female,4,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No
308,25-54,Male,3,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
309,55-64,Female,1,Black,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
310,25-54,Female,5,Black,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No
311,25-54,Male,1,Hispanic,Northeast,Dislike,Very familiar,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
312,25-54,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
313,55-64,Female,1,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
314,55-64,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
315,65+,Female,5,Asian,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
316,15-24,Male,2,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
317,25-54,Male,3,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
318,55-64,Female,5,Black,West,Neutral,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
319,55-64,Male,2,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
320,25-54,Female,1,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes
321,65+,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
322,65+,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No
323,65+,Male,5,Non-Hispanic White,Northeast,Neutral,Very familiar,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No
324,25-54,Female,4,Asian,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes
325,55-64,Male,5,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
326,15-24,Male,3,Asian,West,Neutral,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
327,15-24,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
328,25-54,Male,4,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No
329,25-54,Female,5,Non-Hispanic White,Midwest,Like,Somewhat familiar,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
330,25-54,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No
331,15-24,Female,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
332,55-64,Male,5,Asian,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
333,25-54,Female,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No
334,25-54,Female,4,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No
335,15-24,Male,1,Hispanic,South,Neutral,Somewhat familiar,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
336,15-24,Female,2,Hispanic,West,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
337,25-54,Male,1,Black,West,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No
338,65+,Female,3,Black,South,Neutral,Unfamiliar,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No
339,55-64,Female,2,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No
340,55-64,Female,5,Other,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No
341,15-24,Male,1,Non-Hispanic White,South,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
342,55-64,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
343,25-54,Female,1,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
344,65+,Female,5,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No
345,15-24,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes
346,55-64,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes
347,15-24,Other,5,Hispanic,Midwest,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No
348,15-24,Male,4,Black,West,Neutral,Somewhat familiar,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes
349,65+,Male,3,Hispanic,South,Neutral,Somewhat familiar,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No
350,65+,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
351,25-54,Female,5,Non-Hispanic White,West,Neutral,Somewhat familiar,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
352,55-64,Male,5,Hispanic,South,Strongly like,Very familiar,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No
353,65+,Female,3,Hispanic,South,Neutral,Unfamiliar,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
354,15-24,Male,5,Hispanic,Midwest,Dislike,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes
355,55-64,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
356,25-54,Female,1,Hispanic,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
357,55-64,Female,5,Non-Hispanic White,Northeast,Neutral,Very familiar,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No
358,55-64,Female,3,Black,Northeast,Neutral,Very familiar,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
359,25-54,Female,3,Hispanic,West,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No
360,25-54,Male,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No
361,65+,Male,5,Non-Hispanic White,Northeast,Neutral,Very familiar,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No
362,15-24,Female,4,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No
363,15-24,Male,2,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes
364,25-54,Male,5,Other,Northeast,Strongly dislike,Very familiar,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
365,15-24,Male,4,Non-Hispanic White,Midwest,Neutral,Very familiar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
366,55-64,Male,3,Other,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
367,25-54,Female,2,Hispanic,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No
368,25-54,Male,4,Black,Midwest,Neutral,Very familiar,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No
369,55-64,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes
370,25-54,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No
371,65+,Male,2,Non-Hispanic White,Midwest,Neutral,Very familiar,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No
372,65+,Male,5,Hispanic,South,Strongly like,Somewhat familiar,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No
373,25-54,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No
374,15-24,Male,4,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
375,65+,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
376,65+,Female,5,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
377,25-54,Male,4,Non-Hispanic White,Midwest,Neutral,Very familiar,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No
378,25-54,Male,4,Non-Hispanic White,Northeast,Neutral,Very familiar,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
379,15-24,Male,4,Black,Midwest,Dislike,Very familiar,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
380,25-54,Male,3,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes
381,25-54,Female,3,Black,West,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
382,65+,Female,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No
383,65+,Male,4,Black,West,Neutral,Very familiar,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
384,65+,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No
385,65+,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
386,65+,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
387,25-54,Male,3,Non-Hispanic White,South,Strongly like,Somewhat familiar,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes
388,25-54,Female,2,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No
389,55-64,Female,4,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No
390,55-64,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
391,55-64,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No
392,25-54,Female,4,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
393,25-54,Male,5,Hispanic,South,Like,Somewhat familiar,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
394,55-64,Female,1,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No
395,25-54,Male,2,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No
396,25-54,Male,2,Black,Midwest,Like,Very familiar,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
397,25-54,Female,5,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
398,65+,Male,4,Non-Hispanic White,West,Like,Very familiar,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No
399,25-54,Female,3,Asian,Northeast,Strongly dislike,Somewhat familiar,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No
400,25-54,Male,1,Black,Midwest,Strongly dislike,Very familiar,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
401,15-24,Male,4,Non-Hispanic White,West,Neutral,Very familiar,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
